数据主题,类型,名称,字段名,描述,可过滤,可排序,过滤可选值数量,排除维度数量,排除指标数量,备注
BASIC_DATA,指标,直播间观看数,luban_live_enter_cnt,用户进入您直播间的次数,,,,0,0,
BASIC_DATA,指标,直播间超过1分钟观看数,live_watch_one_minute_count,用户在您的直播间单次观看时长超过1分钟的次数，目前仅支持鲁班直播、内容营销直播、品牌Feeds Live直播和品牌TopLive直播,,,,0,0,
BASIC_DATA,指标,直播间关注数,luban_live_follow_cnt,您的直播间新增的关注数，目前仅支持鲁班直播、内容营销直播、品牌Feeds Live直播和品牌TopLive直播,,,,7,0,
BASIC_DATA,指标,直播间分享数,luban_live_share_cnt,用户在您的直播间点击分享到其他社交媒体的次数，目前仅支持鲁班直播、内容营销直播、品牌Feeds Live直播和品牌TopLive直播,,,,7,0,
BASIC_DATA,指标,直播间评论数,luban_live_comment_cnt,用户在您的直播间输入评论并点击发送消息的次数，目前仅支持鲁班直播、内容营销直播、品牌Feeds Live直播和品牌TopLive直播,,,,7,0,
BASIC_DATA,指标,组件点击数,live_component_click_count,用户点击小风车+卡片组件的总次数,,,,7,0,
BASIC_DATA,指标,组件点击成本,live_component_click_cost,总花费/组件点击数,,,,7,0,
BASIC_DATA,指标,组件点击率,live_component_click_rate,组件点击数/组件曝光数,,,,7,0,
BASIC_DATA,指标,直播间打赏次数,luban_live_gift_cnt,用户在您的直播间成功打赏的次数，目前仅支持鲁班直播、内容营销直播、品牌Feeds Live直播和品牌TopLive直播,,,,7,0,
BASIC_DATA,指标,直播间礼物总金额,luban_live_gift_amount,用户在您的直播间打赏的总金额，单位：音浪。目前仅支持鲁班直播、抖音号推广直播、品牌Feeds Live直播和品牌TopLive直播,,,,7,0,
BASIC_DATA,指标,新增A3(问询)数,a3_ask_count,A3为巨量云图0-5A关系资产中的「问询」人群，为品牌人群资产中最有潜力发生后续转化的种草人群。本指标采用「实时触点归因」，将新增A3人群归因到最后一个触达的单元，按照单元粒度聚合统计。,,,,7,0,
BASIC_DATA,指标,新增A3(问询)成本,a3_ask_cost,计算方式：消耗 / 新增A3(问询)数，即获取单个A3用户所花费的成本,,,,7,0,
BASIC_DATA,指标,看后搜次数,search_after_read_pv,在选定周期内，该单元曝光用户点击素材底部搜索词、评论区小蓝词等产生的搜索次数。,,,,19,0,
BASIC_DATA,指标,看后搜率,search_after_pv_rate,看后搜次数/单元曝光次数*100%,,,,19,0,
BASIC_DATA,指标,看后搜成本（元）,search_after_read_cost,消耗(元)/看后搜次数,,,,19,0,
BASIC_DATA,指标,泛进店数,general_enter_store_pv,泛进店是由多个抖音电商用户行为拟合的指标，涵盖商品互动行为、品牌店铺互动行为、进入品牌直播间等用户行为。本指标统计对应单元曝光后24小时内产生了泛进店行为的次数。,,,,27,0,
BASIC_DATA,指标,泛进店率,general_enter_store_rate,泛进店数/展示数,,,,20,0,
BASIC_DATA,指标,泛进店成本（元）,general_enter_store_cost,消耗(元)/泛进店数,,,,20,0,
BIDWORD_DATA,维度,时间-小时,stat_time_hour,细分到每个小时的数据,否,是,,0,0,
BIDWORD_DATA,维度,时间-天,stat_time_day,细分到自然天的数据,否,是,,0,0,
BIDWORD_DATA,维度,时间-周,stat_time_week,细分到自然周的数据，周一到周日为一整周,否,是,,0,0,
BIDWORD_DATA,维度,时间-月,stat_time_month,细分到自然月的数据，例如2022-3，表示是3月1日到3月31日,否,是,,0,0,
BIDWORD_DATA,维度,项目ID,cdp_project_id,项目ID,是,是,,0,0,
BIDWORD_DATA,维度,项目名称,cdp_project_name,项目的名称,是,否,,0,0,
BIDWORD_DATA,维度,营销目的,landing_type,营销目的,是,是,17,0,0,
BIDWORD_DATA,维度,转化目标,external_action,对应项目的转化目标,是,是,158,0,0,
BIDWORD_DATA,维度,深度转化目标,deep_external_action,对应项目的深度转化目标,是,是,41,0,0,
BIDWORD_DATA,维度,投放模式,delivery_mode,投放模式,是,是,3,0,0,
BIDWORD_DATA,维度,单元ID,cdp_promotion_id,单元ID,是,是,,0,0,
BIDWORD_DATA,维度,单元名称,cdp_promotion_name,对应单元的名称,是,否,,0,0,
BIDWORD_DATA,维度,关键词ID,bidword_id,关键词ID。特殊说明：0表示未知关键词，-2表示智选流量。,是,是,,0,0,
BIDWORD_DATA,维度,关键词,ad_platform_bidword,关键词,是,否,,0,0,
BIDWORD_DATA,维度,关键词来源,bidword_source,关键词来源,否,否,,0,0,
BIDWORD_DATA,维度,关键词唯一ID,ad_bidword_id,搜索单元粒度下关键词唯一ID,是,是,,0,0,
BIDWORD_DATA,指标,消耗(元),stat_cost,表示单元在投放期内的预估花费金额。当天数据可能会有波动，次日稳定,,,,0,0,
BIDWORD_DATA,指标,展示数,show_cnt,单元展示给用户的次数。计算方式：经平台判定有效且被计费的展示次数。,,,,0,0,
BIDWORD_DATA,指标,平均千次展现费用(元),cpm_platform,单元平均每一千次展现所付出的费用，计算公式是：总消耗/展示数*1000。,,,,0,0,
BIDWORD_DATA,指标,点击数,click_cnt,当用户点击单元素材时，触发点击事件，该事件被认为是一次有效的单元点击。,,,,0,0,
BIDWORD_DATA,指标,点击率,ctr,单元被点击的次数占展示次数的百分比。计算方法：点击数/展示数*100%,,,,0,0,
BIDWORD_DATA,指标,平均点击单价(元),cpc_platform,计算公式是：总消耗/点击数。,,,,0,0,
BIDWORD_DATA,指标,关键词排名,avg_rank,显示关键词所触发的搜索行为中，您的单元排在第几名。数据次日产出,,,,0,0,
BIDWORD_DATA,指标,首位消耗,search_first_position_stat_cost,单元投出在搜索结果页第一位的消耗,,,,0,0,
BIDWORD_DATA,指标,转化数,convert_cnt,按转化事件发生时间统计的转化数。建议客户考核成本时参考“转化数据(计费时间)”，例如您的单元在早上8点进行了展示和点击，用户晚上19点发生了激活行为，我们会把激活数披露在晚上19点。在线索行业中， 表单提交、私信留资、留资咨询、智能电话-确认拨打所对应的事件都会计入单元转化数。,,,,0,0,
BIDWORD_DATA,指标,平均转化成本,conversion_cost,计算方式：总消耗/转化数。当天数据可能会有波动。,,,,0,0,
BIDWORD_DATA,指标,转化率,conversion_rate,单元被用户转化的次数占点击次数的百分比。计算方式：转化数/点击数*100%,,,,0,0,
BIDWORD_DATA,指标,深度转化数,deep_convert_cnt,将深度转化数记录在转化事件发生的时间上。建议客户考核深度转化成本时参考“深度转化数（计费时间）”例如您投放的内容在早上8点进行了展示和点击，用户晚上19点发生了激活行为，我们会把激活数披露在晚上19点。,,,,0,0,
BIDWORD_DATA,指标,深度转化成本,deep_convert_cost,计算方法：总消耗/深度转化数。当天数据可能会有波动，次日早8点后稳定。,,,,0,0,
BIDWORD_DATA,指标,深度转化率,deep_convert_rate,单元被用户进行深度转化的次数占转化次数的百分比。计算方式：深度转化数/转化数*100%,,,,0,0,
BIDWORD_DATA,指标,安卓下载开始数,click_start_cnt,用户在落地页和应用商店中开始安装包下载进程的次数，仅安卓下载可以监测到该行为,,,,0,0,
BIDWORD_DATA,指标,安卓下载开始成本,click_start_cost,计算方法：总花费/安卓下载开始数。,,,,0,0,
BIDWORD_DATA,指标,安卓下载开始率,click_start_rate,计算方法：安卓下载开始数/点击数,,,,0,0,
BIDWORD_DATA,指标,安卓下载完成数,download_finish_cnt,用户在落地页和应用商店中下载安装包进程完成的次数，仅安卓下载可以监测到该行为,,,,0,0,
BIDWORD_DATA,指标,安卓下载完成成本,download_finish_cost,计算方式：总花费/安卓下载完成数。,,,,0,0,
BIDWORD_DATA,指标,安卓下载完成率,download_finish_rate,计算方式：安卓下载完成数/安卓下载开始数,,,,0,0,
BIDWORD_DATA,指标,安卓安装完成数,install_finish_cnt,用户在落地页中将安装包安装完成的次数，仅安卓下载可以监测到该行为。如果您的计划开启了商店直投，则下载相关行为数据有部分无法被监测到，而安装数据不受影响，因此安装数可能会大于下载数。,,,,0,0,
BIDWORD_DATA,指标,安卓安装完成成本,install_finish_cost,计算方式：总花费/安卓安装完成数,,,,0,0,
BIDWORD_DATA,指标,安卓安装完成率,install_finish_rate,计算方式：安卓安装完成数/安卓下载完成数,,,,0,0,
BIDWORD_DATA,指标,激活数,active,如果您对接了API，激活数是您认可且回传成功的的激活数。如果您对接了SDK，则激活数是指用户下载您的APP后打开的次数。,,,,0,0,
BIDWORD_DATA,指标,激活成本（元）,active_cost,计算方式：总花费/激活数。,,,,0,0,
BIDWORD_DATA,指标,激活率,active_rate,计算方式：激活数/点击数*100%,,,,0,0,
BIDWORD_DATA,指标,APP内访问,in_app_uv,用户调起APP后到达的次数，一般在DPA单元中使用,,,,0,0,
BIDWORD_DATA,指标,APP内访问详情页,in_app_detail_uv,用户调起APP后到达指定详情页的次数，一般在DPA单元中使用,,,,0,0,
BIDWORD_DATA,指标,APP内加入购物车,in_app_cart,用户调起APP后加入购物车的次数，一般在DPA单元中使用,,,,0,0,
BIDWORD_DATA,指标,APP内付费,in_app_pay,用户调起APP后完成付费的次数，一般在DPA单元中使用,,,,0,0,
BIDWORD_DATA,指标,APP内下单,in_app_order,用户调起APP后提交订单的次数，一般在DPA单元中使用,,,,0,0,
BIDWORD_DATA,指标,点击电话按钮,phone,用户点击POI页面的电话按钮的次数,,,,0,0,
BIDWORD_DATA,指标,表单提交,form,用户在门店落地页多线沟通提交表单的次数,,,,0,0,
BIDWORD_DATA,指标,下载开始,download_start,用户点击下载开始的次数,,,,0,0,
BIDWORD_DATA,指标,有效咨询,consult_effective,用户在门店落地页多线沟通的在线咨询中有效咨询的次数,,,,0,0,
BIDWORD_DATA,指标,小程序/小游戏当日LTV,attribution_micro_game_0d_ltv,所选时间范围内的激活用户在激活当日的变现金额,,,,0,0,
BIDWORD_DATA,指标,小程序/小游戏激活后三日LTV,attribution_micro_game_3d_ltv,所选时间范围内的激活用户在激活后三日内的变现金额,,,,0,0,
BIDWORD_DATA,指标,小程序/小游戏激活后七日LTV,attribution_micro_game_7d_ltv,所选时间范围内的激活用户在激活后七日内的变现金额,,,,0,0,
BIDWORD_DATA,指标,小程序/小游戏当日变现ROI,attribution_micro_game_0d_roi,所选时间范围内的激活用户在激活当日的变现ROI，计算公式是：当日LTV / 所选时间的消耗,,,,0,0,
BIDWORD_DATA,指标,小程序/小游戏激活后三日变现ROI,attribution_micro_game_3d_roi,所选时间范围内的激活用户在激活后三日内的变现ROI，计算公式是：三日LTV / 所选时间的消耗,,,,0,0,
BIDWORD_DATA,指标,小程序/小游戏激活后七日变现ROI,attribution_micro_game_7d_roi,所选时间范围内的激活用户在激活后七日内的变现ROI，计算公式是：七日LTV / 所选时间的消耗,,,,0,0,
BIDWORD_DATA,指标,当日付费金额,attribution_game_in_app_ltv_1day,所选时间范围内的激活用户，激活当日在APP内的付费金额。,,,,0,0,
BIDWORD_DATA,指标,激活后一日付费金额,attribution_game_in_app_ltv_2days,所选时间范围内的激活用户，激活后一天内在APP内的付费金额总和。该指标隔日产出，并做了模糊化处理。,,,,0,0,
BIDWORD_DATA,指标,激活后二日付费金额,attribution_game_in_app_ltv_3days,所选时间范围内的激活用户，激活后二天内在APP内的付费金额总和。该指标隔日产出，并做了模糊化处理。,,,,0,0,
BIDWORD_DATA,指标,激活后三日付费金额,attribution_game_in_app_ltv_4days,所选时间范围内的激活用户，激活后三天内在APP内的付费金额总和。该指标隔日产出，并做了模糊化处理。,,,,0,0,
BIDWORD_DATA,指标,激活后四日付费金额,attribution_game_in_app_ltv_5days,所选时间范围内的激活用户，激活后四天内在APP内的付费金额总和。该指标隔日产出，并做了模糊化处理。,,,,0,0,
BIDWORD_DATA,指标,激活后五日付费金额,attribution_game_in_app_ltv_6days,所选时间范围内的激活用户，激活后五天内在APP内的付费金额总和。,,,,0,0,
BIDWORD_DATA,指标,激活后六日付费金额,attribution_game_in_app_ltv_7days,所选时间范围内的激活用户，激活后六天内在APP内的付费金额总和。该指标隔日产出，并做了模糊化处理。,,,,0,0,
BIDWORD_DATA,指标,激活后七日付费金额,attribution_game_in_app_ltv_8days,所选时间范围内的激活用户，激活后七天内在APP内的付费金额总和。该指标隔日产出，并做了模糊化处理。,,,,0,0,
BIDWORD_DATA,指标,当日付费ROI,attribution_game_in_app_roi_1day,所选时间范围内的激活用户在激活当日的付费ROI，计算公式是：当日付费金额/所选时间的消耗。,,,,0,0,
BIDWORD_DATA,指标,激活后一日付费ROI,attribution_game_in_app_roi_2days,所选时间范围内的激活用户在激活后一日内的所有付费ROI，计算公式是：激活后一日付费金额/所选时间的消耗。该指标隔日产出，并做了模糊化处理。,,,,0,0,
BIDWORD_DATA,指标,激活后二日付费ROI,attribution_game_in_app_roi_3days,所选时间范围内的激活用户在激活后二日内的所有付费ROI，计算公式是：激活后二日付费金额/所选时间的消耗。,,,,0,0,
BIDWORD_DATA,指标,激活后三日付费ROI,attribution_game_in_app_roi_4days,所选时间范围内的激活用户在激活后三日内的所有付费ROI，计算公式是：激活后三日付费金额/所选时间的消耗。,,,,0,0,
BIDWORD_DATA,指标,激活后四日付费ROI,attribution_game_in_app_roi_5days,所选时间范围内的激活用户在激活后四日内的所有付费ROI，计算公式是：激活后四日付费金额/所选时间的消耗。,,,,0,0,
BIDWORD_DATA,指标,激活后五日付费ROI,attribution_game_in_app_roi_6days,所选时间范围内的激活用户在激活后五日内的所有付费ROI，计算公式是：激活后五日付费金额/所选时间的消耗。,,,,0,0,
BIDWORD_DATA,指标,激活后六日付费ROI,attribution_game_in_app_roi_7days,所选时间范围内的激活用户在激活后六日内的所有付费ROI，计算公式是：激活后六日付费金额/所选时间的消耗。,,,,0,0,
BIDWORD_DATA,指标,激活后七日付费ROI,attribution_game_in_app_roi_8days,所选时间范围内的激活用户在激活后七日内的整体付费ROI，计算公式是：激活后七日付费金额/所选时间的消耗。,,,,0,0,
BIDWORD_DATA,指标,计费当日激活且首次付费数,attribution_day_active_pay_count,单元计费当日激活且首次付费的次数,,,,0,0,
BIDWORD_DATA,指标,计费当日激活且首次付费成本,attribution_day_active_pay_cost,消耗/计费当日激活且首次付费数,,,,0,0,
BIDWORD_DATA,指标,计费当日激活且首次付费率,attribution_day_active_pay_rate,计费当日激活且首次付费数/激活数,,,,0,0,
BIDWORD_DATA,指标,激活当日首次付费数,active_pay_intra_day_count,当日发生激活且首次付费的次数,,,,0,0,
BIDWORD_DATA,指标,激活当日首次付费成本,active_pay_intra_day_cost,消耗/激活当日首次付费数,,,,0,0,
BIDWORD_DATA,指标,激活当日首次付费率,active_pay_intra_day_rate,激活当日首次付费数/激活数,,,,0,0,
BIDWORD_DATA,指标,激活后24h首次付费数,attribution_active_pay_intra_one_day_count,激活事件发生后24小时首次付费数，归因到激活时间,,,,0,0,
BIDWORD_DATA,指标,激活后24h首次付费成本,attribution_active_pay_intra_one_day_cost,消耗/激活后24小时首次付费数,,,,0,0,
BIDWORD_DATA,指标,激活后24h首次付费率,attribution_active_pay_intra_one_day_rate,激活后24小时首次付费数/激活数,,,,0,0,
BIDWORD_DATA,指标,激活后24h付费金额,attribution_active_pay_intra_one_day_amount,激活24小时内app付费金额,,,,0,0,
BIDWORD_DATA,指标,激活后24h付费ROI,attribution_active_pay_intra_one_day_roi,激活24小时内的付费金额/消耗,,,,0,0,
BIDWORD_DATA,指标,激活后七日首次付费数,attribution_active_pay_7d_count,所选时间范围内的激活用户，激活后七天内的首次付费数，归因到激活时间。,,,,0,0,
BIDWORD_DATA,指标,激活后七日首次付费成本,attribution_active_pay_7d_cost,"所选时间范围内激活用户在激活后七天内产生首次付费的成本。 
激活后七日首次付费成本 = 所选时间内总消耗 / 所选时间内激活用户在激活后七天内的首次付费数",,,,0,0,
BIDWORD_DATA,指标,激活后七日首次付费率,attribution_active_pay_7d_rate,"所选时间范围内激活用户在激活后七天内产生首次付费的概率。 
激活后七日首次付费率 = 所选时间内激活用户在激活后七天内的首次付费数 / 所选时间内激活数",,,,0,0,
BIDWORD_DATA,指标,完件数,loan_completion,互联网金融-贷款行业中，用户成功提交贷款额度申请的行为,,,,0,0,
BIDWORD_DATA,指标,完件成本,loan_completion_cost,计算方式：总花费／完件数。当天数据可能会有波动，次日早8点后稳定。,,,,0,0,
BIDWORD_DATA,指标,完件率,loan_completion_rate,计算方式：完件数／注册数,,,,0,0,
BIDWORD_DATA,指标,授信数,loan_credit,互联网金融-贷款行业中，用户提交贷款额度申请后，客户审批通过，给予用户可贷款的额度,,,,0,0,
BIDWORD_DATA,指标,授信成本,loan_credit_cost,计算方式：总花费／授信数。当天数据可能会有波动，次日早8点后稳定。,,,,0,0,
BIDWORD_DATA,指标,授信率,loan_credit_rate,计算方式：授信数／完件数,,,,0,0,
BIDWORD_DATA,指标,预授信数,pre_loan_credit,互联网金融-贷款行业中，用户提交一部分个人信息后，客户初步审批通过，并引导用户进行更加详细的信息填写以完成最终授信,,,,0,0,
BIDWORD_DATA,指标,预授信成本,pre_loan_credit_cost,计算方式：总花费／预授信数。当天数据可能会有波动，次日早8点后稳定。,,,,0,0,
BIDWORD_DATA,指标,保险支付ROI,insurance_lt_roi,所选时间范围内的保险支付ROI，计算公式：保费金额*经验系数/消耗。该指标暂时只支持深度转化目标是保险ROI出价的计划。,,,,0,0,
BIDWORD_DATA,指标,放款数,loan,互联网金融-贷款行业中，用户的贷款申请通过审批并发放到用户,,,,0,0,
BIDWORD_DATA,指标,放款成本,loan_cost,计算方式：总花费/放款数。当天数据可能会有波动，次日早8点后稳定,,,,0,0,
BIDWORD_DATA,指标,放款率,loan_rate,计算方式：放款数/授信数,,,,0,0,
BIDWORD_DATA,指标,保险支付数,premium_payment_count,用户完成保险支付的总次数,,,,0,0,
BIDWORD_DATA,指标,保险支付成本,premium_payment_cost,总花费/保险支付总次数,,,,0,0,
BIDWORD_DATA,指标,银行卡信息填写完成数,bankcard_information_count,留下银行卡信息的用户人数,,,,0,0,
BIDWORD_DATA,指标,补充个人信息填写完成数,personal_information_count,完成个人信息补充的用户人数,,,,0,0,
BIDWORD_DATA,指标,用户活体认证信息上传完成数,certification_information_count,完成活体认证的用户人数,,,,0,0,
BIDWORD_DATA,指标,开户数,open_account_count,成功开户的用户人数,,,,0,0,
BIDWORD_DATA,指标,到课数,first_class_count,财商课体验课出席第一次课的用户人数,,,,0,0,
BIDWORD_DATA,指标,二次课到课数,second_class_count,财商课体验课出席第二次课的用户人数,,,,0,0,
BIDWORD_DATA,指标,微信取关数,unfollow_in_wechat_count,取消客户企业号和个人号关注的用户数（金融行业）,,,,0,0,
BIDWORD_DATA,指标,微信内付费数,in_wechat_pay_count,用户添加微信成功（金融行业）,,,,0,0,
BIDWORD_DATA,指标,企业微信用户首次消息数(计费时间),attribution_work_wechat_dialog_count,所选时间范围内的微信用户首次消息数之和。计费时间是指：在行为发生（或回传）后，将对应的行为回记到过去30天内的扣费（消耗产生）时间上。,,,,0,0,
BIDWORD_DATA,指标,次级授信数,low_loan_credit_count,低质量用户的授信,,,,0,0,
BIDWORD_DATA,指标,高价值授信数,high_loan_credit_count,高质量用户的授信,,,,0,0,
BIDWORD_DATA,指标,M2内退保数,withdraw_m2_count,在保险M2期内退保的用户数,,,,0,0,
BIDWORD_DATA,指标,播放量,total_play,播放时间大于0S的数量，在某些蜂窝网络环境下，需要您手动点击开始才会开始播放，因此有时播放数小于展示数。,,,,0,0,
BIDWORD_DATA,指标,3秒播放数,play_duration_3s,单元播放时间大于等于3秒的数量，如果视频总时长不足3秒，则记录播放完成的次数。,,,,0,0,
BIDWORD_DATA,指标,评论量,dy_comment,用户在评论区对单元创意输入评论并点击提交的次数，仅限有评论区的APP（西瓜目前没有评论区）,,,,0,0,
BIDWORD_DATA,指标,点赞数,dy_like,单元被用户点赞的数量,,,,0,0,
BIDWORD_DATA,指标,分享量,dy_share,用户把单元分享到其他社交媒体的次数，成功完成一次分享行为记一次分享数,,,,0,0,
DMP_DATA,维度,时间-天,stat_time_day,细分到自然天的数据,否,是,,0,0,
DMP_DATA,维度,时间-周,stat_time_week,细分到自然周的数据，周一到周日为一整周,否,是,,0,0,
DMP_DATA,维度,时间-月,stat_time_month,细分到自然月的数据，例如2022-3，表示是3月1日到3月31日,否,是,,0,0,
DMP_DATA,维度,项目ID,cdp_project_id,项目ID,是,是,,0,0,
DMP_DATA,维度,项目名称,cdp_project_name,项目的名称,是,否,,0,0,
DMP_DATA,维度,单元ID,cdp_promotion_id,单元ID,是,是,,0,0,
DMP_DATA,维度,单元名称,cdp_promotion_name,对应单元的名称,是,否,,0,0,
DMP_DATA,维度,首选位置,app_code,您所投放的单元数据中，对应的首选投放版位,是,是,11,0,0,
DMP_DATA,维度,定向类型,use_type,人群包的使用方式，包含定向与排除,是,是,2,0,0,
DMP_DATA,维度,人群包ID,custom_audience_id,人群包ID,是,是,,0,0,
DMP_DATA,维度,人群包名称,custom_audience_name,人群包名称,否,否,,0,0,
DMP_DATA,指标,消耗(元),stat_cost,表示单元在投放期内的预估花费金额。当天数据可能会有波动，次日稳定,,,,0,0,
DMP_DATA,指标,展示数,show_cnt,单元展示给用户的次数。计算方式：经平台判定有效且被计费的展示次数。,,,,0,0,
DMP_DATA,指标,平均千次展现费用(元),cpm_platform,单元平均每一千次展现所付出的费用，计算公式是：总消耗/展示数*1000。,,,,0,0,
DMP_DATA,指标,点击数,click_cnt,当用户点击单元素材时，触发点击事件，该事件被认为是一次有效的单元点击。,,,,0,0,
DMP_DATA,指标,点击率,ctr,单元被点击的次数占展示次数的百分比。计算方法：点击数/展示数*100%,,,,0,0,
DMP_DATA,指标,平均点击单价(元),cpc_platform,计算公式是：总消耗/点击数。,,,,0,0,
DMP_DATA,指标,转化数,convert_cnt,按转化事件发生时间统计的转化数。建议客户考核成本时参考“转化数据(计费时间)”，例如您的单元在早上8点进行了展示和点击，用户晚上19点发生了激活行为，我们会把激活数披露在晚上19点。在线索行业中， 表单提交、私信留资、留资咨询、智能电话-确认拨打所对应的事件都会计入单元转化数。,,,,0,0,
DMP_DATA,指标,平均转化成本,conversion_cost,计算方式：总消耗/转化数。当天数据可能会有波动。,,,,0,0,
DMP_DATA,指标,转化率,conversion_rate,单元被用户转化的次数占点击次数的百分比。计算方式：转化数/点击数*100%,,,,0,0,
DMP_DATA,指标,深度转化数,deep_convert_cnt,将深度转化数记录在转化事件发生的时间上。建议客户考核深度转化成本时参考“深度转化数（计费时间）”例如您投放的内容在早上8点进行了展示和点击，用户晚上19点发生了激活行为，我们会把激活数披露在晚上19点。,,,,0,0,
DMP_DATA,指标,深度转化成本,deep_convert_cost,计算方法：总消耗/深度转化数。当天数据可能会有波动，次日早8点后稳定。,,,,0,0,
DMP_DATA,指标,深度转化率,deep_convert_rate,单元被用户进行深度转化的次数占转化次数的百分比。计算方式：深度转化数/转化数*100%,,,,0,0,
MATERIAL_DATA,维度,时间-小时,stat_time_hour,细分到每个小时的数据,否,是,,28,23,
MATERIAL_DATA,维度,时间-天,stat_time_day,细分到自然天的数据,否,是,,0,0,
MATERIAL_DATA,维度,时间-周,stat_time_week,细分到自然周的数据，周一到周日为一整周,否,是,,0,0,
MATERIAL_DATA,维度,时间-月,stat_time_month,细分到自然月的数据，例如2022-3，表示是3月1日到3月31日,否,是,,0,0,
MATERIAL_DATA,维度,项目ID,cdp_project_id,项目ID,是,是,,0,0,
MATERIAL_DATA,维度,项目名称,cdp_project_name,项目的名称,是,否,,0,0,
MATERIAL_DATA,维度,项目类型,campaign_type,对应项目的类型,是,是,3,8,13,
MATERIAL_DATA,维度,营销目的,landing_type,营销目的,是,是,17,0,0,
MATERIAL_DATA,维度,转化目标,external_action,对应项目的转化目标,是,是,158,6,0,
MATERIAL_DATA,维度,计费类型,pricing,对应项目的计费类型,是,是,11,6,0,
MATERIAL_DATA,维度,深度转化目标,deep_external_action,对应项目的深度转化目标,是,是,41,6,0,
MATERIAL_DATA,维度,下载方式,ad_platform_cdp_project_download_type,在项目中设置的下载方式,否,否,,0,0,
MATERIAL_DATA,维度,下载链接,ad_platform_cdp_project_download_url,在项目中设置的下载链接,否,否,,0,0,
MATERIAL_DATA,维度,转化监测地址,ad_platform_cdp_project_action_track_url,在项目中设置的监测链接,否,否,,0,0,
MATERIAL_DATA,维度,投放模式,delivery_mode,投放模式,是,是,3,0,0,
MATERIAL_DATA,维度,星广联投任务ID,star_task_id,,是,否,,31,23,
MATERIAL_DATA,维度,单元ID,cdp_promotion_id,单元ID,是,是,,6,0,
MATERIAL_DATA,维度,单元名称,cdp_promotion_name,对应单元的名称,是,否,,6,0,
MATERIAL_DATA,维度,单元出价,ad_platform_cdp_promotion_bid,在单元中设置的出价,否,否,,6,0,
MATERIAL_DATA,维度,深度转化出价,ad_platform_cdp_promotion_deep_cpa_bid,在单元中设置的深度转化出价,否,否,,6,0,
MATERIAL_DATA,维度,ROI系数,ad_platform_cdp_promotion_roi_goal,在单元中设置的ROI系数,否,否,,0,0,
MATERIAL_DATA,维度,首选位置,app_code,您所投放的单元数据中，对应的首选投放版位,是,是,11,11,10,
MATERIAL_DATA,维度,包名,package_name,您在项目中设置的应用包包名,是,是,,11,10,
MATERIAL_DATA,维度,性别,gender,您所投放的单元数据中，对应的用户性别。无法识别的性别数据会显示为“其他”,是,是,5,28,218,
MATERIAL_DATA,维度,年龄,age,您所投放的单元数据中，对应的用户年龄。无法识别的年龄数据会显示为“其他”,是,是,8,28,218,
MATERIAL_DATA,维度,年龄（细分）,age_v2,您所投放的单元数据中，对应的用户细分年龄。无法识别的年龄数据会显示为“其他”。年龄细分仅支持2023年3月28日之后的数据。,是,是,11,28,218,
MATERIAL_DATA,维度,网络,ac,您所投放的单元数据中，对应的用户网络环境。无法识别的网络数据会显示为“其他”,是,是,6,28,218,
MATERIAL_DATA,维度,平台,platform,您所投放的单元数据，对应的操作系统平台，无法识别的操作系统会显示为“其他”,是,是,6,28,218,
MATERIAL_DATA,维度,素材ID,material_id,素材的ID,是,是,,26,23,
MATERIAL_DATA,维度,素材内容,ad_platform_material_content,对应的素材标题、视频及图片内容,否,否,,26,23,
MATERIAL_DATA,维度,素材类型,image_mode,对应的素材类型，包括标题、大图横图、竖版视频等,是,是,17,20,23,
MATERIAL_DATA,维度,素材名称,ad_platform_material_name,素材为视频素材时，对应的视频名称,否,否,,26,23,
MATERIAL_DATA,维度,标题ID,title_material_id,标题ID。支持查看2022年5月1日及之后的数据。,是,否,,39,23,
MATERIAL_DATA,维度,标题内容,ad_platform_title_material,标题内容。支持查看2022年5月1日及之后的数据。,否,否,,39,23,
MATERIAL_DATA,维度,图片ID,image_material_id,图片素材ID。支持查看2022年5月1日及之后的数据。,是,否,,39,23,
MATERIAL_DATA,维度,图片内容,ad_platform_image_material_content,图片素材内容。支持查看2022年5月1日及之后的数据。,否,否,,39,23,
MATERIAL_DATA,维度,视频ID,video_material_id,视频素材ID,是,否,,39,23,
MATERIAL_DATA,维度,视频内容,ad_platform_video_material_content,视频素材内容。支持查看2022年5月1日及之后的数据。,否,否,,39,23,
MATERIAL_DATA,维度,落地页ID,site_id,落地页的ID，落地页数据次日更新。,是,是,,34,153,
MATERIAL_DATA,维度,落地页内容,ad_platform_site_content,落地页页面内容，落地页数据次日更新。,否,否,,34,153,
MATERIAL_DATA,维度,落地页类型,landing_page_type,对应的落地页类型，包括橙子落地页、自研落地页。落地页数据次日更新。,是,是,2,34,153,
MATERIAL_DATA,维度,落地页名称,ad_platform_site_name,落地页名称，落地页数据次日更新。,否,否,,34,153,
MATERIAL_DATA,维度,创意组件ID,creative_component_id,创意组件的ID,是,是,,34,168,
MATERIAL_DATA,维度,创意组件内容,ad_platform_creative_component_content,创意组件的具体内容,否,否,,34,168,
MATERIAL_DATA,维度,创意组件名称,ad_platform_creative_component_name,创意组件的名称,否,否,,34,168,
MATERIAL_DATA,维度,创意组件类型,creative_component_type,对应的创意组件类型，包括投放卡片、选择磁贴等,是,否,25,34,168,
